id,label
longsor_0002,0
longsor_0014,0
longsor_0010,0
longsor_0034,1
longsor_0027,0
longsor_0033,0
longsor_0041,0
longsor_0044,0
longsor_0042,0
longsor_0055,1
longsor_0056,0
longsor_0047,0
longsor_0080,0
longsor_0065,0
longsor_0083,0
longsor_0085,0
longsor_0099,0
longsor_0096,0
longsor_0123,0
longsor_0110,0
longsor_0112,0
longsor_0139,0
longsor_0136,0
longsor_0141,0
longsor_0164,0
longsor_0145,0
longsor_0159,0
longsor_0175,0
longsor_0184,0
longsor_0170,0
longsor_0199,0
longsor_0200,0
longsor_0196,0
longsor_0221,0
longsor_0209,0
longsor_0224,0
longsor_0235,0
longsor_0242,0
longsor_0241,0
longsor_0248,0
longsor_0245,0
longsor_0254,0
longsor_0275,1
longsor_0266,0
longsor_0273,0
longsor_0303,0
longsor_0301,0
longsor_0297,0
longsor_0308,1
longsor_0311,0
longsor_0319,0
longsor_0335,0
longsor_0338,0
longsor_0337,0
longsor_0350,0
longsor_0346,0
longsor_0345,0
longsor_0367,0
longsor_0377,0
longsor_0366,0
longsor_0389,1
longsor_0403,0
longsor_0386,0
longsor_0418,0
longsor_0412,0
longsor_0410,0
longsor_0435,0
longsor_0428,0
longsor_0438,0
longsor_0463,0
longsor_0452,0
longsor_0464,0
longsor_0480,1
longsor_0479,0
longsor_0482,0
longsor_0498,0
longsor_0485,0
longsor_0489,0
longsor_0510,0
longsor_0509,0
longsor_0524,0
longsor_0544,1
longsor_0532,0
longsor_0535,0
longsor_0561,0
longsor_0559,0
longsor_0557,0
longsor_0579,0
longsor_0575,0
longsor_0568,0
longsor_0587,0
longsor_0586,0
longsor_0583,0
longsor_0617,0
longsor_0608,0
longsor_0607,0
longsor_0626,0
longsor_0634,0
longsor_0621,0
longsor_0646,0
longsor_0649,0
longsor_0660,0
longsor_0675,1
longsor_0664,0
longsor_0680,0
longsor_0697,0
longsor_0693,0
longsor_0700,0
longsor_0716,1
longsor_0710,0
longsor_0702,0
longsor_0731,1
longsor_0721,0
longsor_0722,0
longsor_0745,0
longsor_0742,0
longsor_0752,0
longsor_0765,0
longsor_0764,0
longsor_0767,0
longsor_0772,0
longsor_0771,0
longsor_0786,0
longsor_0798,0
longsor_0793,0
longsor_0808,0
longsor_0818,1
longsor_0826,0
longsor_0811,0
longsor_0840,0
longsor_0837,0
longsor_0841,0
longsor_0866,0
longsor_0860,0
longsor_0857,0
longsor_0877,0
longsor_0873,0
longsor_0884,0
longsor_0910,0
longsor_0896,0
longsor_0893,0
longsor_0913,0
longsor_0919,0
longsor_0916,0
longsor_0927,0
longsor_0937,1
longsor_0925,0
longsor_0956,0
longsor_0960,0
longsor_0946,0
longsor_0966,1
longsor_0971,0
longsor_0976,0
longsor_0998,0
longsor_0989,0
longsor_0992,0
longsor_1004,0
longsor_1015,0
longsor_1007,0
longsor_1022,0
longsor_1025,0
longsor_1031,0
longsor_1042,0
longsor_1052,0
longsor_1043,0
longsor_1074,0
longsor_1069,0
longsor_1073,0
longsor_1083,0
longsor_1086,0
longsor_1082,0
longsor_1109,0
longsor_1107,1
longsor_1101,0
longsor_1124,0
longsor_1128,0
longsor_1136,0
longsor_1141,0
longsor_1154,0
longsor_1151,0
longsor_1172,0
longsor_1167,0
longsor_1163,0
longsor_1181,0
longsor_1187,0
longsor_1184,0
longsor_1204,0
longsor_1219,0
longsor_1203,0
longsor_0070,0
longsor_0686,0
longsor_0723,0
longsor_0507,0
longsor_0192,0
longsor_0260,0
longsor_0326,0
longsor_0605,0
longsor_0072,0
longsor_1131,0
longsor_0977,0
